,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
4816,Jerrell Thompson,Sacred Heart,NEC,29,74.2,100.2,16.2,47.5,50.38,1.4,5.5,26.7,27.9,30,41,0.732,47,119,0.395,26,62,0.419,0.3,1.5,22.7,Jr,10-May,3,0.667843,90.9925,2.5,2010,721,all,,1.92754172,27.0,63.0,20.0,56.0,0.4286,0.3571,1.0,1.0,1.0,,108.715,115.868,1.0949,122.446,-6.20074,-2.07913,-4.12161,-4.96709,29.7931,-2.14715,-2.81994,0.3793,1.3793,1.7586,4.5862,0.7931,0.1034,6.9655,Pure PG,4.06709
4827,John Roberson,Texas Tech,B12,35,88.0,111.3,20.8,52.7,58.89,1.4,5.3,28.7,21.0,143,179,0.799,77,176,0.438,71,172,0.413,0.1,1.8,51.4,Jr,11-May,21,4.00836,117.332,2.9,2010,765,all,73.2,1.90003844,39.0,78.0,38.0,98.0,0.5,0.3878,0.0,0.0,,,107.43,100.344,3.19437,187.844,3.44131,4.61627,-1.17495,3.61112,35.9429,3.74578,-0.134657,0.4571,1.8,2.2571,5.4286,1.1429,0.0286,14.5714,Pure PG,7.50066
4839,Robert Goldsberry,Canisius,MAAC,32,54.2,89.8,13.4,48.3,51.86,2.7,6.5,26.1,38.7,20,28,0.714,10,15,0.667,21,71,0.296,0.2,3.2,32.6,Jr,Jun-00,3,-0.267884,80.9423,4.8,2010,787,all,1.0,1.59017934,8.0,11.0,2.0,4.0,0.7273,0.5,0.0,0.0,,,100.765,103.888,1.70071,122.817,-1.45313,-1.17344,-0.279688,-2.53894,22.0938,-3.56918,1.03024,0.5312,1.3125,1.8438,3.0312,1.1562,0.0312,3.2188,Pure PG,6.04003
4858,Willie Kemp,Memphis,CUSA,34,75.8,102.6,16.9,47.3,49.83,1.7,7.0,25.8,22.7,42,65,0.646,46,116,0.397,39,105,0.371,0.4,2.9,29.4,Sr,2-Jun,5,1.61297,99.8338,2.6,2010,840,all,91.4,2.16416316,39.0,78.0,7.0,38.0,0.5,0.1842,1.0,1.0,1.0,,100.83,98.2875,2.96909,164.015,1.27047,1.80093,-0.530466,1.53402,30.3235,0.752373,0.78165,0.4118,1.8235,2.2353,4.2647,1.5,0.1176,7.3824,Pure PG,6.03218
4860,Taylor Young,UCF,CUSA,31,57.8,106.8,17.7,52.5,57.75,2.0,5.0,23.9,23.8,52,65,0.8,39,84,0.464,29,73,0.397,0.0,2.6,41.4,Jr,1-Jun,12,1.62234,104.738,3.8,2010,842,all,,1.68001741,31.0,60.0,8.0,24.0,0.5167,0.3333,0.0,0.0,,,107.098,104.562,1.75947,105.573,-0.295353,1.47302,-1.76838,0.620014,23.3871,0.516425,0.103588,0.3871,0.9677,1.3548,2.7097,1.0,0.0,7.0,Pure PG,6.12209
4865,John Boyer,Buffalo,MAC,29,84.5,119.5,12.6,51.9,56.77,1.0,13.9,28.1,20.1,46,57,0.807,14,39,0.359,45,118,0.381,0.3,1.9,36.3,Sr,1-Jun,22,2.66704,107.236,2.3,2010,862,all,,3.60453195,7.0,20.0,7.0,19.0,0.35,0.3684,0.0,0.0,,,104.495,106.021,2.40335,169.197,1.8557,3.04803,-1.19233,1.66078,34.1034,1.52719,0.133594,0.3103,3.8966,4.2069,5.3448,1.1379,0.1034,7.2069,Pure PG,6.94042
4869,Tavarus Alston,North Carolina A&T,MEAC,30,75.5,98.1,27.4,46.4,50.19,1.4,6.8,31.4,18.5,88,125,0.704,109,218,0.5,44,159,0.277,0.7,2.5,33.2,Sr,Jun-00,3,2.09565,104.498,2.7,2010,873,all,,1.41466358,78.0,142.0,30.0,75.0,0.5493,0.4,0.0,0.0,,,105.268,109.844,1.74638,154.809,-2.90379,0.80341,-3.7072,-0.873777,30.3333,0.783862,-1.65764,0.4,1.9667,2.3667,3.8667,1.3333,0.2,14.6,Pure PG,9.83062
4882,Ashton Mitchell,Sam Houston St.,Slnd,29,75.8,108.2,22.8,53.2,57.38,2.1,8.1,31.3,23.1,84,113,0.743,70,145,0.483,48,122,0.393,0.5,3.2,42.3,Sr,10-May,1,2.71947,110.349,3.2,2010,933,all,2.8,1.80720457,43.0,77.0,27.0,68.0,0.5584,0.3971,1.0,1.0,1.0,,101.537,102.154,2.5624,165.366,2.4171,2.59103,-0.173932,2.82485,30.5862,2.27541,0.549443,0.5517,2.1724,2.7241,5.1724,1.7241,0.1379,12.6897,Pure PG,7.75762
4884,Maurice Acker,Marquette,BE,34,71.8,118.2,16.5,55.4,57.59,0.8,7.2,24.6,15.6,40,55,0.727,51,127,0.402,51,103,0.495,0.1,2.6,23.9,Sr,8-May,2,3.17888,116.397,3.3,2010,938,all,,3.0975207,25.0,54.0,26.0,72.0,0.463,0.3611,0.0,0.0,,,101.591,95.9593,3.04461,152.613,4.38262,3.77664,0.60598,4.55941,29.1471,2.38616,2.17325,0.1765,1.6471,1.8235,3.7353,1.2353,0.0294,8.6765,Pure PG,6.4809
4887,Joey Rodriguez,VCU,CAA,36,81.7,112.5,22.8,51.4,55.87,2.7,6.5,32.4,21.3,95,118,0.805,100,198,0.505,57,163,0.35,0.0,3.3,32.7,Jr,10-May,12,3.84309,118.413,2.0,2010,944,all,64.4,2.12247456,52.0,93.0,48.0,105.0,0.5591,0.4571,0.0,0.0,,,99.5563,98.7864,3.14153,194.818,4.61976,5.00748,-0.387719,5.11423,32.8889,4.46928,0.644947,0.7778,1.9167,2.6944,5.7778,1.8611,0.0,12.9444,Pure PG,8.07423
4913,Scoop Jardine,Syracuse,BE,35,55.5,113.9,22.3,53.4,57.46,1.9,7.2,32.5,21.5,69,92,0.75,93,179,0.52,21,54,0.389,0.3,3.0,39.5,Jr,2-Jun,11,2.83126,121.258,2.6,2010,1030,all,89.6,2.25372206,55.0,79.0,25.0,76.0,0.6962,0.3289,0.0,0.0,,,97.4972,91.4022,2.70409,134.891,3.20204,3.65986,-0.457819,5.21423,22.2,3.3878,1.82643,0.3429,1.6,1.9429,4.3143,1.1714,0.0571,9.0857,Pure PG,3.86316
4920,Jalonni Diggs,UC Riverside,BW,9,6.5,103.3,12.3,37.5,39.45,1.6,1.7,17.7,7.3,1,1,1.0,0,3,0.0,4,13,0.308,0.0,0.9,6.3,Jr,1-Jun,11,0.18458,91.5285,3.4,2010,1059,all,48.2,6.00089997,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,,108.691,111.19,0.402473,8.38268,-5.19272,-0.677754,-4.51497,-3.94791,7.8889,-1.81819,-2.12972,0.1111,0.1111,0.2222,0.6667,0.1111,0.0,1.4444,Pure PG,11.6082
4956,Derek Glasser,Arizona St.,P10,33,82.4,109.0,20.7,45.6,54.91,0.9,8.2,30.2,20.8,113,131,0.863,47,131,0.359,42,110,0.382,0.5,2.2,54.4,Sr,1-Jun,12,3.48377,114.956,1.2,2010,1128,all,,2.16441386,23.0,52.0,24.0,79.0,0.4423,0.3038,0.0,0.0,,,97.7478,94.5932,3.65084,166.486,3.19819,2.49685,0.701335,4.25148,32.9697,2.86646,1.38502,0.2121,2.2727,2.4848,4.7879,1.1212,0.1515,10.0909,Pure PG,6.47883
4975,Taishi Ito,Portland,WCC,30,26.5,88.4,11.0,44.4,46.38,0.4,5.4,15.9,31.6,8,15,0.533,4,14,0.286,8,22,0.364,0.0,2.9,41.7,Sr,Jun-00,5,-0.276234,77.0029,3.0,2010,1216,all,,1.61116663,1.0,3.0,3.0,11.0,0.3333,0.2727,0.0,0.0,,,103.299,100.407,0.960979,52.0152,-1.74449,-1.75924,0.0147485,-1.46972,10.7,-3.26453,1.79481,0.0333,0.4667,0.5,0.9667,0.5,0.0,1.3333,Pure PG,4.25295
4999,Mike Coburn,Rutgers,BE,31,52.9,93.6,22.1,45.3,49.4,2.9,5.4,30.9,26.1,51,79,0.646,63,143,0.441,10,29,0.345,0.1,1.8,45.9,Jr,Jun-00,31,1.11896,99.7582,3.3,2010,1278,all,57.2,1.52303506,33.0,65.0,30.0,78.0,0.5077,0.3846,0.0,0.0,,,110.287,105.647,1.53007,89.442,-4.10703,-0.873377,-3.23365,-2.87092,21.2258,-1.02949,-1.84143,0.5484,1.0968,1.6452,3.1935,0.6452,0.0323,6.6774,Pure PG,2.57134
5027,Biko Paris,Boston College,ACC,31,63.7,90.1,16.6,44.8,49.94,1.7,7.6,27.5,35.3,38,53,0.717,41,88,0.466,10,37,0.27,0.4,2.5,42.4,Jr,1-Jun,,0.494558,90.0975,1.9,2010,1368,all,68.0,1.65789677,31.0,58.0,10.0,30.0,0.5345,0.3333,0.0,0.0,,,102.104,98.8189,2.44824,126.962,-0.360785,-0.565958,0.205173,-0.635656,25.4839,-1.25798,0.622326,0.3548,1.6452,2.0,4.0645,1.0323,0.0968,4.8387,Pure PG,2.85762
5043,Reggie Porter,Alabama A&M,SWAC,11,11.9,65.6,22.8,26.7,35.01,2.8,7.2,30.1,36.6,8,9,0.889,2,14,0.143,4,16,0.25,0.0,2.6,30.0,Jr,9-May,35,-0.651689,64.8298,3.8,2010,1403,all,,0.93750433,1.0,4.0,1.0,10.0,0.25,0.1,0.0,0.0,,,100.462,110.32,0.536088,18.0495,-12.1464,-7.29791,-4.84849,-11.3057,9.5455,-6.72391,-4.5818,0.2727,0.6364,0.9091,1.3636,0.4545,0.0,2.1818,Pure PG,8.33996
5093,Alex Wolf,Western Michigan,MAC,29,23.8,136.0,14.7,76.7,78.31,0.8,8.2,27.1,23.0,29,37,0.784,6,9,0.667,19,36,0.528,0.0,1.6,82.2,Jr,Jun-00,15,1.51006,126.018,2.1,2010,1585,all,,2.41180485,4.0,5.0,2.0,4.0,0.8,0.5,0.0,0.0,,,105.548,106.097,0.742335,44.2929,2.2549,4.99177,-2.73687,4.67618,10.4828,4.76474,-0.0885552,0.069,0.7586,0.8276,1.4138,0.2759,0.0,3.3793,Pure PG,7.12558
5130,Darion Jeralds,UNC Wilmington,CAA,26,25.1,86.4,13.9,51.3,54.53,0.3,3.8,21.5,37.2,16,26,0.615,14,31,0.452,4,8,0.5,0.0,1.5,66.7,Sr,1-Jun,3,-0.222268,79.1497,4.2,2010,1676,all,,1.25006963,8.0,13.0,6.0,18.0,0.6154,0.3333,0.0,0.0,,,108.746,106.555,0.828046,41.3426,-6.83963,-4.05691,-2.78271,-6.48742,11.9615,-4.76527,-1.72215,0.0385,0.4231,0.4615,1.3462,0.3077,0.0,2.1538,Pure PG,1.47866
5142,Chris Singletary,Kent St.,MAC,30,57.4,102.6,29.7,47.0,50.7,6.7,15.3,36.6,17.7,106,179,0.592,108,233,0.464,13,38,0.342,0.8,4.1,66.1,Sr,3-Jun,2,2.80046,116.501,5.7,2010,1718,all,65.4,1.86760496,72.0,123.0,36.0,110.0,0.5854,0.3273,0.0,0.0,,,93.0057,91.8967,3.02905,165.681,7.03122,4.1965,2.83472,5.81805,25.4333,2.77466,3.04339,1.5333,3.2667,4.8,4.2333,1.7667,0.1667,12.0333,Pure PG,2.92769
5147,London Warren,Dayton,A10,37,51.4,94.7,18.7,51.4,54.19,2.6,15.7,37.2,34.4,54,93,0.581,56,107,0.523,0,2,0.0,1.1,3.6,85.3,Sr,Jun-00,1,0.847739,96.3785,5.3,2010,1732,all,43.8,1.82138927,47.0,69.0,9.0,38.0,0.6812,0.2368,2.0,2.0,1.0,,87.5028,84.1291,3.02546,173.868,4.415,-0.433188,4.84819,3.11541,20.7838,-1.93107,5.04648,0.4595,3.0,3.4595,4.1351,1.2432,0.1892,4.4865,Pure PG,0.153105
5162,Robert Wilder,South Carolina,SEC,13,5.4,56.4,8.0,40.0,40.0,0.0,0.0,9.5,52.6,0,0,0.0,2,2,1.0,0,3,0.0,0.0,1.7,0.0,Sr,1-Jun,14,-0.693645,45.7186,9.0,2010,1781,all,,0.800052,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,107.977,105.877,0.368903,8.21493,-8.27361,-5.73926,-2.53435,-11.735,5.1538,-10.5851,-1.14989,0.0,0.0,0.0,0.3077,0.1538,0.0,0.3077,Pure PG,2.51432
5209,Brock Young,East Carolina,CUSA,28,86.9,96.3,29.1,42.4,51.3,2.1,9.7,34.8,25.3,152,187,0.813,105,243,0.432,26,97,0.268,0.0,2.6,55.0,Jr,11-May,10,3.16128,110.704,2.9,2010,1914,all,53.0,1.18547627,49.0,96.0,56.0,147.0,0.5104,0.381,0.0,0.0,,,111.265,108.668,2.1522,160.354,-0.927402,1.33521,-2.26262,-1.07289,34.9286,0.925273,-1.99816,0.6071,3.0357,3.6429,5.25,1.5357,0.0,15.7143,Pure PG,5.75694
5210,Aaron Johnson,UAB,CUSA,34,88.1,105.2,17.2,52.4,58.33,0.8,7.7,28.5,26.9,104,142,0.732,69,137,0.504,28,75,0.373,0.0,2.8,67.0,Jr,7-May,1,2.32861,103.547,3.4,2010,1917,all,58.6,1.78258629,50.0,92.0,19.0,45.0,0.5435,0.4222,0.0,0.0,,,94.4197,92.4874,4.15984,204.722,3.56325,1.65034,1.91291,2.68393,35.5,0.0679922,2.61594,0.2353,2.2941,2.5294,4.8235,1.5882,0.0,9.5882,Pure PG,3.78171
5228,Willie Powers,Georgia Southern,SC,30,80.7,100.0,27.5,45.9,52.55,3.0,9.3,38.3,23.4,121,151,0.801,115,247,0.466,29,98,0.296,0.3,2.1,43.8,Jr,2-Jun,50,2.69668,108.59,3.0,2010,1942,all,,1.49109368,59.0,100.0,56.0,146.0,0.59,0.3836,0.0,0.0,,,112.925,112.04,1.61952,153.661,-1.6708,1.92052,-3.59132,-1.10129,32.4,1.82572,-2.92701,0.9,2.3333,3.2333,5.5667,1.2,0.1,14.6,Pure PG,5.63677
5240,Justin Joyner,UC Santa Barbara,BW,22,28.2,67.3,9.7,19.6,22.0,0.4,8.7,25.8,40.7,3,9,0.333,0,7,0.0,3,16,0.188,0.0,2.2,39.1,Sr,Jun-00,11,-1.47023,55.9246,3.5,2010,1993,all,,2.09089994,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,,100.031,99.1454,1.40743,55.1542,-5.10844,-4.85354,-0.2549,-5.18672,14.9091,-5.79359,0.606869,0.0455,1.1364,1.1818,2.0909,0.5455,0.0,0.5455,Pure PG,2.85814
5241,Demetri McCamey,Illinois,B10,36,85.0,106.4,26.9,52.0,55.21,1.6,9.8,40.8,22.0,104,147,0.707,135,257,0.525,56,164,0.341,0.5,2.6,34.9,Jr,3-Jun,32,4.35676,121.433,2.9,2010,1994,all,87.8,2.06503363,55.0,77.0,80.0,180.0,0.7143,0.4444,6.0,7.0,0.8571,,99.7928,94.3673,3.79158,219.638,5.83224,4.8428,0.989441,6.38088,34.4722,4.5887,1.79218,0.4722,3.1111,3.5833,7.0556,1.4722,0.1389,15.0556,Pure PG,7.89902
5269,Junard Hartley,Campbell,ASun,28,75.3,92.9,19.1,41.2,48.33,3.5,11.3,38.8,32.0,56,76,0.737,53,126,0.421,5,21,0.238,0.6,5.1,51.7,Jr,3-Jun,12,0.511794,89.4036,3.2,2010,2101,all,,1.93025981,27.0,51.0,26.0,75.0,0.5294,0.3467,0.0,0.0,,,93.1058,95.8698,3.20049,178.247,0.972164,-1.02214,1.9943,1.24774,30.1071,-1.23902,2.48676,0.8571,2.6071,3.4643,5.9286,2.5357,0.1429,6.3214,Pure PG,1.49267
5306,Mickey McConnell,Saint Mary's,WCC,33,90.9,126.8,18.7,63.3,66.27,1.6,5.8,25.2,19.5,73,87,0.839,81,160,0.506,76,148,0.514,0.6,2.4,28.2,Jr,Jun-00,32,5.15215,125.321,2.3,2010,2216,all,,2.31508522,46.0,80.0,31.0,75.0,0.575,0.4133,0.0,0.0,,,102.035,98.759,3.50233,187.101,6.10433,5.79715,0.307178,6.75665,36.5152,5.34247,1.41418,0.4545,1.9394,2.3939,5.1212,1.4848,0.2424,14.0303,Pure PG,7.37678
5307,Chris De La Rosa,UMBC,AE,30,83.2,98.9,23.6,43.8,49.7,1.6,7.3,34.4,17.7,90,116,0.776,111,252,0.44,13,46,0.283,0.0,2.0,38.9,So,10-May,10,1.9214,101.138,2.3,2010,2217,all,,2.18574536,68.0,125.0,42.0,115.0,0.544,0.3652,0.0,0.0,,,112.782,117.186,1.07647,147.123,-4.03074,0.422704,-4.45344,-3.07085,33.5667,0.167629,-3.23848,0.4667,2.1667,2.6333,5.1,1.1333,0.0,11.7,Pure PG,2.75314
5341,Tweety Carter,Baylor,B12,32,82.3,119.3,21.9,54.3,57.57,1.2,6.8,30.2,18.7,78,99,0.788,82,164,0.5,79,205,0.385,0.0,2.2,26.8,Sr,11-May,45,5.67397,129.926,2.0,2010,2338,all,,2.35,33.0,57.0,49.0,107.0,0.5789,0.4579,0.0,0.0,,,103.034,95.5558,3.86614,171.648,6.05382,7.23512,-1.18131,6.50938,36.2812,6.26799,0.241396,0.3438,2.4062,2.75,5.875,1.3125,0.0,14.9688,Pure PG,10.4982
5346,Jordan Brooks,Hampton,MEAC,15,9.9,82.1,13.4,26.9,34.7,3.7,6.1,36.3,37.8,4,6,0.667,2,6,0.333,1,7,0.143,0.0,3.7,46.2,Jr,9-May,3,-0.359668,72.2625,3.1,2010,2370,all,,2.27287614,1.0,3.0,1.0,3.0,0.3333,0.3333,0.0,0.0,,,95.831,98.9569,0.809337,22.5061,-6.11537,-4.36624,-1.74912,-3.21708,8.4667,-3.53677,0.319688,0.2667,0.4667,0.7333,1.6667,0.5333,0.0,0.7333,Pure PG,3.22398
5404,Mike Scott,Fairleigh Dickinson,NEC,32,89.3,100.0,22.1,49.1,56.63,1.6,10.3,34.1,26.6,125,153,0.817,78,163,0.479,41,121,0.339,0.7,2.3,53.9,Jr,Jun-00,12,1.86097,99.5254,3.6,2010,2530,all,,1.47863903,43.0,74.0,31.0,85.0,0.5811,0.3647,0.0,0.0,,,104.171,109.252,2.1375,202.31,-0.948471,0.88096,-1.82943,-1.27341,35.8438,-0.158001,-1.11541,0.5,3.4688,3.9688,5.4062,1.4062,0.25,12.625,Pure PG,6.08671
5425,Ruben Guillandeaux,La Salle,A10,4,9.3,113.0,16.8,54.8,55.35,0.0,2.9,22.6,18.3,4,7,0.571,5,18,0.278,8,13,0.615,0.0,2.1,22.6,Sr,5-Jun,34,2.44341,109.653,3.6,2010,2596,all,,2.16666667,1.0,6.0,4.0,12.0,0.1667,0.3333,0.0,0.0,,,111.215,114.174,1.19805,15.127,-4.05153,0.864153,-4.91569,-0.881501,28.0,1.30673,-2.18823,0.0,0.75,0.75,3.25,1.0,0.0,9.5,Pure PG,6.6615
5447,Stephen Cox,Arkansas,SEC,23,9.3,104.7,6.8,20.0,46.73,3.8,10.3,10.6,20.3,8,12,0.667,1,5,0.2,0,0,0.0,0.8,3.3,240.0,Sr,3-Jun,25,0.0351286,86.4662,4.0,2010,2670,all,,2.66717777,0.0,3.0,1.0,2.0,0.0,0.5,0.0,0.0,,,104.909,100.659,0.4192,18.3949,0.73215,-1.21238,1.94453,-0.801686,5.2174,-2.75113,1.94944,0.1739,0.4783,0.6522,0.3478,0.3043,0.0435,0.4348,Pure PG,0.0
5454,E.J. Dawson,Longwood,ind,27,67.2,83.8,12.3,42.9,43.64,1.6,5.6,21.6,32.2,12,25,0.48,24,68,0.353,14,37,0.378,0.5,2.1,23.8,Sr,2-Jun,1,-1.03941,73.3648,5.0,2010,2691,all,,1.77356078,18.0,42.0,6.0,25.0,0.4286,0.24,0.0,0.0,,,109.499,113.959,1.17056,118.256,-5.18834,-3.10833,-2.08001,-5.98596,26.8889,-4.75436,-1.2316,0.4074,1.2963,1.7037,3.4815,1.037,0.1481,3.7778,Pure PG,2.76233
5469,Ronald Moore,Siena,MAAC,34,89.4,91.2,18.0,35.0,38.97,2.6,7.7,35.0,25.7,50,78,0.641,68,189,0.36,17,78,0.218,0.2,3.0,29.2,Sr,Jun-00,25,0.722889,90.3294,1.7,2010,2754,all,,2.60998905,23.0,65.0,45.0,124.0,0.3538,0.3629,0.0,0.0,,,95.596,96.6001,3.71145,219.492,0.673197,-0.0397206,0.712918,0.0597784,36.0294,-0.89395,0.953728,0.8529,2.5,3.3529,7.6765,1.8824,0.0882,6.9706,Pure PG,3.60781
5471,Brendan Walker,Mercer,ASun,28,11.9,95.6,7.3,33.3,36.51,4.7,3.7,14.9,26.2,3,7,0.429,3,7,0.429,0,2,0.0,0.0,0.8,77.8,Sr,2-Jun,3,-0.132895,77.2268,3.5,2010,2756,all,,2.59966411,0.0,2.0,3.0,5.0,0.0,0.6,0.0,0.0,,,114.514,117.84,0.158214,18.234,-5.47486,-1.9434,-3.53146,-4.96337,5.2857,-2.67519,-2.28819,0.2143,0.1786,0.3929,0.4643,0.0714,0.0,0.3214,Pure PG,0.761966
